sent_id,generator,evaluator,English_Sentence,Translation,score
161,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"The nationwide doctors' strike in Kenya began on March 12, with at least 4,000 medics demanding higher salaries as part of a 2017 collective bargaining agreement, better working conditions and the employment of intern doctors.","Der landesweite Ärztestreik in Kenia begann am 12. März, wobei mindestens 4.000 Mediziner höhere Gehälter im Rahmen eines Tarifvertrags von 2017, bessere Arbeitsbedingungen und die Einstellung von Praktikanten forderten.",4
162,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,The government rejected the doctors' demands and made a counteroffer which was rejected by the doctors' union.,"Die Regierung lehnte die Forderungen der Ärzte ab und unterbreitete ein Gegenangebot, das von der Ärztegewerkschaft abgelehnt wurde.",4
163,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"With medical professionals absent from their posts, hospitals, and clinics, many patients were left unattended and desperate for medical assistance.","Ohne medizinisches Personal an ihren Arbeitsplätzen, in Krankenhäusern und Kliniken, blieben viele Patienten unbeaufsichtigt und verzweifelt auf medizinische Hilfe angewiesen.",5
164,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"According to local media reports, a young man died from what first appeared to be a toothache but then advanced to a blood infection and malaria.","Gemäss lokalen Medienberichten ist ein junger Mann an dem gestorben, was zunächst wie ein Zahnschmerz erschien, sich aber dann zu einer Blutinfektion und Malaria entwickelte.",4
165,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,A Kenyan court has given the government and the medical union 48 hours to agree on a deal.,"Ein kenianisches Gericht hat der Regierung und der Ärztegewerkschaft 48 Stunden gegeben, um sich auf einen Deal zu einigen.",4
1,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,Foreign ministers of the Group of Seven (G7) economic powers are meeting on the Italian Mediterranean island of Capri.,Die Außenminister der G7-Wirtschaftsmächte treffen sich auf der italienischen Mittelmeerinsel Capri.,4
2,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,Tensions in the Middle East and aid to Ukraine amid a Russian invasion will be major topics. US Secretary of State Antony Blinken and Ukrainian Foreign Minister Dmytro Kuleba have both stressed the need for the US Congress to pass a new military aid package for Kyiv as it fights against a Russian invasion.,"In den Mittelostern und Hilfe für Ukraine während einer russischen Invasion werden wesentliche Themen sein. US-Außenminister Antony Blinken und ukrainischer Außenminister Dmytro Kuleba haben beide betont, dass die US-Kongress die Annahme eines neuen militärischen Hilfspakets für Kiew notwendig ist, um gegen eine russische Invasion zu kämpfen.",4
3,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"""At this moment, it is urgent that all of the friends and supporters of Ukraine maximize their efforts to provide Ukraine with what it needs to continue to effectively defend itself against the Russian aggression,"" Blinken said, speaking on the sidelines of the G7 foreign ministers' meeting on the Mediterranean island of Capri.","In diesem Augmentum müssen alle Freunde und Unterstützer der Ukraine ihre Bemühungen maximieren, um der Ukraine alles, was sie benötigt, um sich gegen das russische Aggression effektiv zu verteidigen, zu bieten.",5
4,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,Blinken said it was in the US' own interests to ensure Ukraine could ward off the Russian assault.,"Blinken meinte, dass es in den eigenen Interessen der USA lag, sicherzustellen, dass Ukraine dem russischen Angriff standhalten konnte.",4
5,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"""If (Russian President Vladimir) Putin is allowed to proceed with impunity, we know he won't stop at Ukraine,"" Blinken said.","Wenn Putin unbehelligt gehen darf, weißt du, dass er an Ukraine nicht aufhältt.",5
6,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"Kuleba said the US aid package, which has long been blocked by Republicans in Congress, ""will literally, without exaggeration, help save Ukrainians from Russian missile slaughter.""","Kuleba sagte, dass das US-Hilfspaket, das lange von Republikanern im Kongress blockiert wurde, „literally, without exaggeration“, Ukrainern das Russische Raketenmassaker retten werde.",4
7,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"Citing the Russian missile strike on Ukraine's historic city of Chernihiv on Wednesday, which killed at least 18 people, Kuleba said the tragedy was ""that these kind of attacks happen almost every day in Ukraine.""","Citing the Russian missile strike on Ukraine's historic city of Chernihiv on Wednesday, which killed at least 18 people, Kuleba said the tragedy was ""dass solche Angriffe fast täglich in der Ukraine passieren"".",5
8,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"The US House of Representatives is expected to vote on Saturday on new military aid, including some $61 billion (57 billion) in support for Ukraine.","Das US-Repräsentantenhaus wird am Samstag über neue militärische Hilfen abstimmen, darunter etwa 61 Mrd. $ (≈ 57 Mrd. €) für die Unterstützung der Ukraine.",5
9,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"Iran's weekend attack on Israel must be met with some sort of response from the G7, German Foreign Minister Annalena Baerbock said on Thursday.","Iranische Wochenendangriffe auf Israel müssen von der G7 mit einer Art Antwort beantwortet werden, sagte der deutsche Außenministerin Annalena Baerbock donnerstags.",4
10,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"""We are also discussing further measures here at the G7, because, of course, there must be a response to this unprecedented incident,"" Baerbock said.","Wir besprechen hier bei den G7 zusätzliche Maßnahmen, denn natürlich muss auf dieses ungewöhnliche Ereignis eine Reaktion sein, sagte Baerbock.",5
11,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"She warned, however, that ""there must be no further escalation in the region; that would be fatal for its people.""","Sie warntete jedoch, dass ""es keine weitere Escalation in der Region geben darf; das wäre tödlich für seine Bevölkerung.""",4
12,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"Speaking ahead of the G7 foreign ministers' meeting, she recalled that Ukrainian Foreign Minister Dmytro Kuleba, who will also take part in the Capri gathering, had said, ""We need air defense now"" at a NATO meeting two weeks ago.","Vor der Treffen der G7-Außenminister kommentierte sie dahingehend, dass der ukrainische Außenminister Dmytro Kuleba, der auch an der Kapri-Versammlung teilnimmt, zwei Wochen vorher bei einer NATO-Sitzung gesagt hatte: ""Wir brauchen jetzt Flugabwehr"".",5
13,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"More than 1,300 police officers and other security forces are being deployed on the island during the meeting.",1300 Polizeibeamte und andere Sicherheitskräfte werden auf der Insel während der Sitzung eingesetzt<.,4
14,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"A new survey shows the EU is losing face with business and government ""elites"" of Southeast Asia.","Ein neues Umfrageergebnis zeigt, dass die EU ihren Ruhm bei den Wirtschafts- und Regierungseliten Südostasiens verliert.",4
15,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,Respondents showed less confidence in Brussels on issues like upholding free trade and global order.,Respondenzen zeigten weniger Vertrauen in Brüssel bei Themen wie Wahrung der Freihandelsordnung und des globalen Rechts.,4
16,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"The European Union's reputation appears to have taken a hit in Southeast Asia, according to a region-wide survey of ""elites"" conducted by the ISEAS-Yusof Ishak Institute in Singapore.","In Südostasien scheint die Reputation der Europäischen Union Schaden genommen zu haben, laut einer regionweiten Umfrage unter Eliten durchgeführt vom ISEAS-Yusof Ishak Institut in Singapur.",4
17,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"The researchers gathered the data by questioning some 2,000 representatives of academia, business, government and civil society in January and February this year.","Die Forscher sammelten die Daten durch Fragen an etwa 2.000 Vertretern der Wissenschaft, des Geschäftslebens, der Regierung und der Zivilgesellschaft im Januar und Februar dieses Jahres.",5
18,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,The results show that there is now less trust in the EU to uphold free trade or the rules-based order compared with last year.,"Die Ergebnisse zeigen an, dass es jetzt weniger Vertrauen in die EU, um den Freihandel oder den Regelordnungsgedanken aufrechtzuerhalten, gibt, als im letzten Jahr.",4
19,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"Less than 14% of the respondents see the EU as the leading champion of the global free trade agenda, down from almost 22% in last year's survey.","Weniger als 14% der Befragten sehen die EU als führenden Verfechter des globalen Freihandelsagendas an, im Vergleich zu nahezu 22% in letztjährigem Umfrage.",4
20,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"The survey also showed there is now less confidence that the EU would ""do the right thing"" to contribute to global peace, security, prosperity and governance.","Das Umfrageergebnis zeigte zudem, dass die Vertrauenswürdigkeit sinkt, dass die EU ""das Richtige tun"" würde, um weltweite Frieden, Sicherheit, Wohlstand und Governance beizutragen.",4
21,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"Of those who had little or no trust in the EU to ""do the right thing,"" almost a third said it was because they thought Brussels was ""distracted with its internal affairs and thus cannot focus on global concerns and issues.""","Fast ein Drittel jener, die den EU wenig oder gar keinen Vertrauen schenkten, begründeten dies damit, dass sie glaubten, Brüssel sei von seinen inneren Angelegenheiten abgelenkt und somit nicht in der Lage, weltweite Angelegenheiten und Fragen konzentriert zu behandeln.",5
22,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"""The findings of the State of Southeast Asia 2024 survey underline that the European Union needs to increase its cooperation efforts with Southeast Asia substantially,"" said David McAllister, chair of the European Parliament's Foreign Affairs Committee.","Das Ergebnis der State of Southeast Asia 2024-Umfrage heben die Bedeutung auf, dass die Europäische Union ihre Zusammenarbeitsbemühungen mit Südostasien erheblich steigern muss, hervor.",5
23,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"Indeed, the same State of Southeast Asia survey found that Southeast Asians ranked the Gaza conflict as the most important geopolitical issue, beating the region's own concerns, such as tensions in the South China Sea and a civil war raging in Myanmar.","Tatsächlich, die gleiche Umfrage des Staates Südostasien fand auf, dass die Südostasien-Bevölkerung die Gazastreit die wichtigste geopolitische Frage einstufte, die die Regionen-Sorgen, wie Spannungen in der Südchineschen See und ein laufender Bürgerkrieg in Myanmar, überholten.",5
24,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"Even before the war in Gaza escalated, the EU had been locked in a spat with Malaysia and Indonesia, the world's two largest palm oil producers, over Brussels' deforestation legislation.","Bevor der Krieg in Gaza eskalierte, so war die EU in Streit mit Malaysia und Indonesien, den zwei größten Palmölproduzenten der Welt, wegen der Brüsseler Waldschutzgesetze verwickelt.",4
25,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,The EU plans to ban the import of goods that can be traced to deforestation.,"Der EU plant, Güter aus dem Import zu verbieten, die auf Abholzung zurückzuführen sind.",4
26,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,Several Southeast Asian states say this unfairly impacts their agricultural sectors and doesn't recognize the climate efforts they are making.,"Mehrere Staaten Südostasiens sagen, dies beeinträchtige ungerecht ihre landwirtschaftlichen Sektoren und ihre Klimabemühungen nicht anerkennt. .",4
27,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"World Trade Organization (WTO) also agreed with some of Malaysia's complaints about the way the EU had prepared, published and administered its deforestation regulations.","Der Welthandelsorganisation (WTO) einigte sich auch mit einigen der Beschwerden Malaysias über die Art und Weise, wie die EU ihre Regeln gegen die Waldabholzung vorbereitet, veröffentlicht und verwaltet hatte.",4
28,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"He told DW that the poll, for instance, found that the EU is ASEAN's fourth most important dialogue partner, after China, the US and Japan, and that it maintained its leading position as ASEAN's preferred strategic partner in hedging against US-China rivalry.","Er hat DW mitgeteilt, dass die Umfrage beispielsweise feststellte, dass die EU ASEANs viertgrößter Dialogpartner ist, nach China, den USA und Japan, und dass sie ihren führenden Position als ASEANs bevorzugter strategischer Partner aufrechterhielt, um gegen US-China-Rivalität abzusichern.",4
29,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"""While this year the EU's position overall has weakened slightly, the overall assessment of the EU's role remains strong and positive,"" Stano said.","Während die EU-Stellung insgesamt dieses Jahres leicht abgeschwächt ist, bleibt die insgesamt positive und starke Bewertung der EU-Rolle bestehen, sagte Stano.",5
30,mistralai/Mixtral-8x7B-Instruct-v0.1,gpt-3.5-turbo-0125,"Stano also advised caution over reading too much into the survey, noting that the composition of its respondents by geographic location and sector changes every year.","Stano hat auch Vorsicht dagegen ausgesprochen, die Umfrage zu überschätzen, da die Zusammensetzung ihrer Befragten jährlich nach geografischer Lage und Branche verschieden ist.",5
