sent_id,generator,evaluator,german_sentence,Translation,number_of_critical_errors,number_of_major_errors,number_of_minor_errors,final_score
129,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,Dieser Philosophie folgend betreibt Ergotopia einen YouTube-Kanal und unterstützt mit hilfreichen Übungen und Tipps zu mehr Bewegung und weniger Schmerzen im Alltag.,"Following this philosophy, Ergotopia runs a YouTube channel and supports with helpful exercises and tips for more movement and less pain in everyday life.",0,1,4,-7
130,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Bekanntlich fördert ein höhenverstellbarer Schreibtisch eine aktivere Lebensweise, aber Ergotopia bietet darüber hinaus auch kostenlose Fachartikel, Infografiken und Online-Kurse.","It is well known that an adjustable height desk promotes a more active lifestyle, but in addition, Ergotopia also offers free expert articles, infographics, and online courses.",0,1,2,-5
131,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,Das Ziel: das Bewusstsein für einen gesunden und aktiven (Arbeits-)Alltag zu fördern und so Volkskrankheiten wie Rücken- und Nackenschmerzen entgegenzuwirken.,The goal: to promote awareness for a healthy and active (work) life and thus counteract common ailments such as back and neck pain.,0,1,1,-4
132,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,Dieser Schreibtischstuhl kombiniert modernes Design und ergonomische High-End-Bauteile.,This office chair combines modern design and high-end ergonomic components.,,,,
133,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Durch sein minimalistisches Design, das bewusst auf abstehende Anbauteile verzichtet, fügt er sich in jede Umgebung ein.","By its minimalist design, which deliberately refrains from protruding attachments, it fits into any environment.",1,1,1,-9
134,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,Die integrierte Synchronmechanik in Kombination mit einer flexiblen Lordosenstütze passt sich individuell den ergonomischen Bedürfnissen des Nutzers an.,The integrated synchronous mechanism in combination with a flexible lordosis support adapts individually to the ergonomic needs of the user.,0,1,1,-4
135,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Ein ergonomischer Bürostuhl aus 100 % recyceltem Material ist atmungsaktiv, wasser- und schmutzabweisend und damit besonders pflegeleicht.","An ergonomic office chair made of 100% recycled material is breathable, water- and dirt-repellent and therefore particularly easy to care for.",1,1,2,-10
136,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,Zugleich sorgt er für zusätzlichen Komfort während langer Arbeitstage.," At the same time, it provides additional comfort during long workdays.",,,,
137,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Während eines Snowboard-Trips spürte Richard Rupp, Mitgründer von Ergotopia, schon nach den ersten Stunden auf der Skipiste starke Rückenschmerzen, die er auf das übermäßige Sitzen zurückführte.","During a snowboarding trip, Richard Rupp, co-founder of Ergotopia, felt strong back pain after just a few hours on the ski slope, which he attributed to excessive sitting.",0,1,5,-8
138,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Sein erster Gedanke: ""Das sollte mir in meinem Alter eigentlich nicht passieren.""",His first thought was: ÂThat shouldn't happen to me at my age.Â.,1,1,1,-9
139,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Wie die Behörden mitteilten, wurde das Gebiet von New York City am Freitag von einem Erdbeben mit einer vorläufigen Stärke von 4,7 erfasst.","As reported by the authorities, the area of New York City was hit by an earthquake with a preliminary magnitude of 4.7 on Friday.",1,1,3,-11
140,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,BILD-Korrespondent Herbert Bauernebel wohnt selbst in New York City.,BILD correspondent Herbert Bauernebel lives in New York City himself.,0,1,1,-4
141,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Er berichtet: ""Unser ganzes Haus hat 15 bis 20 Sekunden gerüttelt, dann war alles vorbei."" Das Zentrum des Bebens ereignete sich in der Nähe vom Bezirk Lebanon im US-Bundesstaat New Jersey, etwa 72 Kilometer westlich von New York City und 80 Kilometer nördlich von Philadelphia.","He reports: ""Our entire house shook for 15 to 20 seconds, then it was all over."" The epicenter of the earthquake was near the Lebanon district in the US state of New Jersey, about 72 kilometers west of New York City and 80 kilometers north of Philadelphia.",1,1,2,-10
142,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"In einem Café in Lower Manhattan regten sich die Kunden über das klappernde Geschirr auf, wie die Nachrichtenagentur AP berichtet.","Customers in a cafÃ© in Lower Manhattan were complaining about the clattering dishes, as reported by the news agency AP.",1,1,1,-9
143,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Ein Angestellter gegenüber AP: ""Ich dachte, hier kann es doch kein Erdbeben geben."" Uns liegen derzeit keine Berichte über größere Auswirkungen vor, aber wir sind noch dabei, die Folgen zu bewerten.","An employee to AP: ""I thought there couldn't be an earthquake here."" We currently have no reports of major impacts, but we are still evaluating the consequences.",1,2,3,-14
144,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"New Yorker Anwohner berichteten in den sozialen Medien, dass sie ein Rumpeln an der Ostküste spürten.",New York residents reported on social media that they felt a rumble on the East Coast.,1,1,1,-9
145,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Die New Yorker Feuerwehr teilte mit, dass es zunächst keine Berichte über Schäden gab.",The New York Fire Department reported no initial damage reports.,,,,
146,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,Die Erschütterungen weckten Erinnerungen an das Erdbeben vom 23.,The tremors awakened memories of the earthquake from the 23rd.,1,1,1,-9
147,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"August 2011, das Millionen von Menschen von Georgia bis Kanada erschütterte.",The earthquake that shook millions of people from Georgia to Canada in August 2011.,1,1,1,-9
148,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,Die Bedrohung ist spürbar und wird auch von den Bürgern wahrgenommen - das zeigt der ARD-Deutschlandtrend.,The threat is perceptible and is also perceived by citizens - as shown by the ARD-Germany trend.,1,1,1,-9
149,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,Inzwischen ist das Geld weitgehend mit festen Aufträgen für Rüstungsgüter hinterlegt.,"By now, the money has been largely earmarked for fixed contracts on armaments.",0,1,1,-4
150,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Die Bundeswehr soll so umgebaut werden, dass sie für den Ernstfall bereit ist, also für den Fall, dass Deutschland angegriffen würde.","The Federal Armed Forces should be restructured in such a way that it is prepared for emergencies, i.e. in case Germany is attacked.",1,1,2,-10
151,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,Sieben von zehn und damit mehr als vor fünf Jahren betrachten Frieden und Sicherheit in Europa als sehr stark beziehungsweise stark gefährdet.,7 out of 10 and therefore more than 5 years ago consider peace and security in Europe as very strongly or strongly threatened.,1,1,2,-10
152,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,Das Meinungsforschungsinstitut infratest-dimap hat für den Deutschlandtrend am 2 und 3 April 2024 insgesamt 1304 repräsentativ ausgesuchte Wahlberechtigte befragt.," The opinion research institute infratest-dimap surveyed a total of 1304 eligible voters for the Germany trend on April 2 and 3, 2024, who were representative.",1,1,3,-11
153,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Deutschland und seine Verbündeten müssten glaubhaft abschrecken, damit niemand auf die Idee komme, ""uns als NATO-Gebiet anzugreifen"", betonte Pistorius, der im ARD-Deutschlandtrend der mit Abstand beliebteste Politiker ist.","Germany and its allies should credibly deter, so that no one gets the idea to attack us as NATO territory, emphasized Pistorius, who in the ARD-Germany trend is by far the most popular politician.",1,1,2,-10
154,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,Der Rückhalt für das Bündnis in der Bevölkerung ist angesichts der aktuellen Lage groß.,The support for the alliance in the population is large given the current situation.,1,1,2,-10
155,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Die Allianz ist für 82 Prozent wichtig für die Friedenssicherung in Europa, nur etwa jeder Zehnte hält sie für überflüssig.","The Alliance is important for the maintenance of peace in Europe for 82 percent, but only about every tenth person considers it unnecessary.",1,1,1,-9
156,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Donald Trump, der erneut US-Präsident werden will, hat die Mitgliedschaft der USA in der NATO schon mehr als einmal in Frage gestellt.","Donald Trump, who wants to become US President again, has questioned the membership of the USA in NATO more than once.",1,1,2,-10
157,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Eine Mehrheit der Deutschen findet es wichtig, das gemeinsame Bündnis mit den USA zu bewahren.",A majority of Germans consider it important to preserve the common alliance with the USA.,1,2,3,-14
158,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"69 Prozent sind der Meinung, dass das im europäischen Eigeninteresse liegt.",69 percent are of the opinion that this is in the European self-interest.,0,1,1,-4
159,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Die Haltung der Bundesbürger zur EU fällt im ARD-Deutschlandtrend positiv aus, gleichwohl gibt es Abstriche im Vergleich zur letzten Europawahl 2019.","The attitude of the Federal Republic of Germany's citizens towards the EU is positive in the ARD-Germany trend, nonetheless there are deductions compared to the last European election in 2019.",1,1,1,-9
160,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Sechs von zehn Deutschen betonen derzeit, dass es Deutschland durch die EU wirtschaftlich gut geht, während zwei Drittel unterstreichen, dass man durch die EU in Europa sicherer lebt.","Six out of ten Germans emphasize that Germany is economically well off due to the EU at present, while two thirds underline that one lives more securely in Europe through the EU.",0,1,2,-5
161,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"In Deutschland wird derzeit auch diskutiert, was mit Menschen ist, die Bürgergeld, also die staatliche Grundsicherung für Arbeitslose beziehen, aber Arbeitsangebote ablehnen.","Currently, there is also a debate in Germany about what to do with people who receive BÃ¼rgergeld, the state's basic security for the unemployed, but reject job offers.",1,1,1,-9
162,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Angesichts der Probleme mit dem staatlichen Rentensystem fragten die Meinungsforscher zudem, was die Bürger davon halten, länger zu arbeiten."," In light of the problems with the state pension system, opinion pollsters also asked what citizens think about working longer.",1,1,2,-10
163,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"69 Prozent sind dagegen, dass das Renteneintrittsalter weiter erhöht wird, 25 Prozent sehen darin einen richtigen Schritt.","69 percent are against further increasing the retirement age, 25 percent see it as a right step.",1,1,1,-9
164,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,Noch rund eineinhalb Jahre dauert die reguläre Regierungszeit des Dreier-Bündnisses.,The regular government time of the three-alliance lasts for another one and a half years.,1,1,1,-9
165,mistralai/Mixtral-8x7B-Instruct-v0.1,google/gemma-1.1-7b-it,"Werden sie es schaffen, in der verbleibenden Zeit noch die Probleme anzupacken, die den Deutschen wichtig sind?",Will they be able to tackle the problems that are important to the Germans in the remaining time?,,,,
1,Qwen/Qwen1.5-0.5B-Chat,google/gemma-1.1-7b-it,"In einigen Städten brach Panik aus, als die Erde am Mittwoch bebte.","During certain parts of the week, snow began to fall in some parts of Europe.",1,1,2,-10
2,Qwen/Qwen1.5-0.5B-Chat,google/gemma-1.1-7b-it,Gebäude stürzten zum Teil ein oder gerieten in gefährliche Schieflage.,"""GebÃ¯Â¿Â½ude was to die part, which part he or she fell asleep in.""",1,1,1,-9
3,Qwen/Qwen1.5-0.5B-Chat,google/gemma-1.1-7b-it,"In vielen Wohnungen gingen Geschirr und andere Gegenstände zu Bruch, Verkehrsbrücken wackelten bedrohlich und an vielen Straßen entstanden Schäden.","In many houses, gas leaks and other problems occurred in bathrooms, garage sheds, and many streets...",1,2,2,-13
4,Qwen/Qwen1.5-0.5B-Chat,google/gemma-1.1-7b-it,"Manche Augenzeugen berichteten, so etwas noch nie erlebt zu haben.",Some people reported that they had not yet experienced something new...,1,1,1,-9
5,Qwen/Qwen1.5-0.5B-Chat,google/gemma-1.1-7b-it,"Die Insel liegt in einer erdbebengefährdeten Zone am Rand zweier tektonischer Platten, der Eurasischen und der Philippinischen.","The island is located on an islet off the coast of two plate-tectonic plates, the European and the Pacific.",1,1,1,-9
6,Qwen/Qwen1.5-0.5B-Chat,google/gemma-1.1-7b-it,1999 traf ein ähnlich starkes Beben die Inselrepublik.,1999 brought an extremely powerful earthquake to the island republic of Iceland.,0,1,2,-5
7,Qwen/Qwen1.5-0.5B-Chat,google/gemma-1.1-7b-it,Die Folgen damals waren wesentlich verheerender.,The consequences were severe.,1,1,1,-9
8,Qwen/Qwen1.5-0.5B-Chat,google/gemma-1.1-7b-it,Mindestens 2400 Menschen kamen ums Leben.,Only two thousand people died.,1,1,2,-10
9,Qwen/Qwen1.5-0.5B-Chat,google/gemma-1.1-7b-it,Taiwan investierte seither mehr in Erdbeben-Prävention.,Taiwan invested more in drought prevention research and development than in other areas of government funding.,1,1,2,-10
10,Qwen/Qwen1.5-0.5B-Chat,google/gemma-1.1-7b-it,"Eine große Gruppe Bergarbeiter, die nach dem schweren Erdbeben in Taiwan von der Außenwelt abgeschnitten war, ist befreit worden.",A group of bergå·¥äºº who were forced from Taiwan by the hard-hitting earthquake there have been released.,1,1,2,-10
11,Qwen/Qwen1.5-0.5B-Chat,google/gemma-1.1-7b-it,"Wie die Feuerwehr mitteilte, konnten die 64 Arbeiter aus einem Steinbruch im Osten der Insel kurz in Sicherheit gebracht werden.",How many workers were rescued from a brothel in the Orient Ocean by the fire department within hours?,1,1,2,-10
12,Qwen/Qwen1.5-0.5B-Chat,google/gemma-1.1-7b-it,"Zuvor hatten Rettungskräfte bereits sechs Arbeiter, die in einem anderen Steinbruch festsaßen, per Hubschrauber aus dem Gebiet gebracht.",RettungskrÃ¯Â¿Â½fte were already stationed six workers at a different settlement after being brought to the region by military vehicles from that part of the country.,1,1,2,-10
13,Qwen/Qwen1.5-0.5B-Chat,google/gemma-1.1-7b-it,Unterdessen stieg die Zahl der Todesopfer nach dem Erdbeben auf zehn.,"At that time, the number of dead bodies had reached nine.",1,1,1,-9
14,Qwen/Qwen1.5-0.5B-Chat,google/gemma-1.1-7b-it,"Ein 65 Jahre alter Mann sei auf einem Wanderpfad im Taroko-Nationalpark im Osten der Insel gefunden worden, teilten die Behörden mit.","A 65-year-old man has been found on a walk in the Taroko National Park in the Outer Island of the Outward Archipelago, and had been accompanied by other hikers.",0,1,4,-7
