sent_id,generator,evaluator,german_sentence,Translation,score
143,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Ein Angestellter gegenüber AP: ""Ich dachte, hier kann es doch kein Erdbeben geben."" Uns liegen derzeit keine Berichte über größere Auswirkungen vor, aber wir sind noch dabei, die Folgen zu bewerten.","An employee to AP: ""I thought there couldn't be an earthquake here."" Currently, we have no reports of major impacts, but we are still assessing the consequences.",4
144,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"New Yorker Anwohner berichteten in den sozialen Medien, dass sie ein Rumpeln an der Ostküste spürten.",New York residents reported on social media that they felt a rumbling on the East Coast.,3
145,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Die New Yorker Feuerwehr teilte mit, dass es zunächst keine Berichte über Schäden gab.",The New York Fire Department reported that there were no initial reports of damages.,3
146,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Die Erschütterungen weckten Erinnerungen an das Erdbeben vom 23.,The tremors evoked memories of the earthquake on the 23rd.,3
147,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"August 2011, das Millionen von Menschen von Georgia bis Kanada erschütterte.","August 2011, which shook millions of people from Georgia to Canada.",3
148,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Die Bedrohung ist spürbar und wird auch von den Bürgern wahrgenommen - das zeigt der ARD-Deutschlandtrend.,The threat is palpable and is also perceived by the citizens - as shown by the ARD Deutschlandtrend.,3
149,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Inzwischen ist das Geld weitgehend mit festen Aufträgen für Rüstungsgüter hinterlegt.,"Meanwhile, the money is largely tied up with firm orders for armaments.",4
150,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Die Bundeswehr soll so umgebaut werden, dass sie für den Ernstfall bereit ist, also für den Fall, dass Deutschland angegriffen würde.","The Bundeswehr is to be restructured so that it is ready for emergencies, in case Germany were to be attacked.",4
151,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Sieben von zehn und damit mehr als vor fünf Jahren betrachten Frieden und Sicherheit in Europa als sehr stark beziehungsweise stark gefährdet.,"Seven out of ten, and therefore more than five years ago, consider peace and security in Europe as very strong or strongly endangered.",3
152,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Das Meinungsforschungsinstitut infratest-dimap hat für den Deutschlandtrend am 2 und 3 April 2024 insgesamt 1304 repräsentativ ausgesuchte Wahlberechtigte befragt.,"The opinion research institute Infratest Dimap surveyed a total of 1304 randomly selected eligible voters for the Germany Trend on April 2 and 3, 2024.",4
153,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Deutschland und seine Verbündeten müssten glaubhaft abschrecken, damit niemand auf die Idee komme, ""uns als NATO-Gebiet anzugreifen"", betonte Pistorius, der im ARD-Deutschlandtrend der mit Abstand beliebteste Politiker ist.","Germany and its allies must deter credibly so that nobody would get the idea of ""attacking us as a NATO territory,"" emphasized Pistorius, who is by far the most popular politician in the ARD Deutschlandtrend.",4
154,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Der Rückhalt für das Bündnis in der Bevölkerung ist angesichts der aktuellen Lage groß.,The support for the alliance among the population is great in light of the current situation.,4
155,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Die Allianz ist für 82 Prozent wichtig für die Friedenssicherung in Europa, nur etwa jeder Zehnte hält sie für überflüssig.","The Alliance is important for 82 percent for maintaining peace in Europe, only about one in ten considers it unnecessary.",3
156,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Donald Trump, der erneut US-Präsident werden will, hat die Mitgliedschaft der USA in der NATO schon mehr als einmal in Frage gestellt.","Donald Trump, who wants to become US president again, has questioned the membership of the USA in NATO more than once.",3
157,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Eine Mehrheit der Deutschen findet es wichtig, das gemeinsame Bündnis mit den USA zu bewahren.",A majority of Germans consider it important to maintain the alliance with the USA.,3
158,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"69 Prozent sind der Meinung, dass das im europäischen Eigeninteresse liegt.",69 percent are of the opinion that this is in the European self-interest.,4
159,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Die Haltung der Bundesbürger zur EU fällt im ARD-Deutschlandtrend positiv aus, gleichwohl gibt es Abstriche im Vergleich zur letzten Europawahl 2019.","The attitude of German citizens towards the EU is positive in the ARD-Deutschlandtrend, however, there are some reservations compared to the last European elections in 2019.",4
160,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Sechs von zehn Deutschen betonen derzeit, dass es Deutschland durch die EU wirtschaftlich gut geht, während zwei Drittel unterstreichen, dass man durch die EU in Europa sicherer lebt.","Six out of ten Germans currently emphasize that Germany is doing well economically through the EU, while two-thirds stress that one lives safer in Europe through the EU.",4
161,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"In Deutschland wird derzeit auch diskutiert, was mit Menschen ist, die Bürgergeld, also die staatliche Grundsicherung für Arbeitslose beziehen, aber Arbeitsangebote ablehnen.","In Germany, there is currently a discussion about what to do with people who receive basic income, that is, state benefits for the unemployed, but reject job offers.",3
162,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Angesichts der Probleme mit dem staatlichen Rentensystem fragten die Meinungsforscher zudem, was die Bürger davon halten, länger zu arbeiten.","Given the problems with the state pension system, the researchers also asked the opinion of the citizens about working longer.",3
163,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"69 Prozent sind dagegen, dass das Renteneintrittsalter weiter erhöht wird, 25 Prozent sehen darin einen richtigen Schritt.","69 percent are against raising the retirement age further, 25 percent see it as a step in the right direction.",4
164,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Noch rund eineinhalb Jahre dauert die reguläre Regierungszeit des Dreier-Bündnisses.,The regular government term of the three-party alliance will last for another year and a half.,3
165,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Werden sie es schaffen, in der verbleibenden Zeit noch die Probleme anzupacken, die den Deutschen wichtig sind?",Will they manage to address the problems that are important to the Germans in the remaining time?,4
1,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"In einigen Städten brach Panik aus, als die Erde am Mittwoch bebte.","In some cities, panic broke out when the earth shook on Wednesday.",3
2,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,Gebäude stürzten zum Teil ein oder gerieten in gefährliche Schieflage.,Building collapsed partially or was in dangerous condition.,5
3,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"In vielen Wohnungen gingen Geschirr und andere Gegenstände zu Bruch, Verkehrsbrücken wackelten bedrohlich und an vielen Straßen entstanden Schäden.",Many apartments suffered damage from broken dishware and other objects.,4
4,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"Manche Augenzeugen berichteten, so etwas noch nie erlebt zu haben.",Some eyewitnesses reported having never experienced anything like it before.,4
5,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"Die Insel liegt in einer erdbebengefährdeten Zone am Rand zweier tektonischer Platten, der Eurasischen und der Philippinischen.","The island is located in a seismically dangerous zone at the edge of two tectonic plates, the Eurasian and the Philippine.",4
6,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,1999 traf ein ähnlich starkes Beben die Inselrepublik.,"In 1999, a similarly strong earthquake struck the island republic.",4
7,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,Die Folgen damals waren wesentlich verheerender.,The consequences back then were much more devastating...,5
8,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,Mindestens 2400 Menschen kamen ums Leben.,At least 2400 people lost their lives.,5
9,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,Taiwan investierte seither mehr in Erdbeben-Prävention.,greatly increased its investments in earthquake prevention since then.,5
10,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"Eine große Gruppe Bergarbeiter, die nach dem schweren Erdbeben in Taiwan von der Außenwelt abgeschnitten war, ist befreit worden.",A large group of miners who were cut off from the outside world after a devastating earthquake in Taiwan has been rescued.,4
11,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"Wie die Feuerwehr mitteilte, konnten die 64 Arbeiter aus einem Steinbruch im Osten der Insel kurz in Sicherheit gebracht werden.",The fire department announced that they were able to quickly rescue the 64 workers from a quarry in the eastern part of the island.,4.5
12,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"Zuvor hatten Rettungskräfte bereits sechs Arbeiter, die in einem anderen Steinbruch festsaßen, per Hubschrauber aus dem Gebiet gebracht.","No translation provided

",3
13,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,Unterdessen stieg die Zahl der Todesopfer nach dem Erdbeben auf zehn.,Ten deaths resulted from the earthquake.,5
14,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"Ein 65 Jahre alter Mann sei auf einem Wanderpfad im Taroko-Nationalpark im Osten der Insel gefunden worden, teilten die Behörden mit.","A 65-year-old man was found on a hiking trail in Taroko National Park in eastern Taiwan, according to authorities...",4
15,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,Die Zahl der Verletzten nach den Erdstößen legte derweil leicht auf 1058 zu.,The number of injured people after the earthquakes rose slightly to 1058.,4
16,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,Die Aufräumarbeiten gehen derweil weiter.,The clean-up works are still going on...,4
17,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"So liefen umfangreiche Maßnahmen an, um beschädigte Straßen zu reparieren und Gebäude in gefährlicher Schieflage zu stützen.","No translation provided

",3
18,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,Nach dem Beben sind nach amtlichen Angaben noch mehr als 640 Menschen von der Außenwelt abgeschnitten.,"After the earthquake, more than 640 people are cut off from the outside world...",4
19,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,Allein in einer Wanderunterkunft im Kreis Hualien halten sich demnach 615 Menschen auf.,615 people are staying alone in a hiking accommodation in Hualien district.,4
20,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,24 Touristen säßen noch in einer Höhle fest.," invasion of 24 tourists still trapped in a cave...

",4
21,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,Zu weiteren etwa 30 vermissten Menschen fehlte noch jeder Kontakt.,Approximately 30 missing people were still without contact.,5
22,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,Die Suche nach eingeschlossenen und vermissten Menschen konzentriert sich auf die Gegend um die Stadt Hualien.,The search for enclosed and missing people focuses on the area around the city of Hualien.,5
23,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"Nach einem Besuch in einem dortigen Notfallzentrum sagte Regierungschef Chen Chien-jen, er hoffe, dass ""wir den heutigen Tag nutzen können, um alle gestrandeten und vermissten Menschen zu finden"".","No translation provided																																																																																																																																																																																																						",4
24,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"Immer mehr Politiker und Gesundheitsexperten fordern, dass Deutschland die Zeit während der Corona-Pandemie kritisch aufarbeiten soll.",Always more politicians and health experts are calling on Germany to critically review the time during the Corona pandemic...,4
25,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"Sie war eine der größten Herausforderungen für die Politik nach dem Zweiten Weltkrieg, nicht nur in Deutschland: Weltweit hatte die Corona-Pandemie  ab Anfang 2020 zur Folge, dass Grundrechte außer Kraft gesetzt und Lockdowns verhängt wurden.","Driven by the COVID-19 pandemic, fundamental rights were suspended worldwide as of 2020, leading to lockdowns being enforced globally..

",4.5
26,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"Schulen, Kindergärten und viele Unternehmen mussten vorübergehend schließen.","Schools, kindergartens, and many companies had to temporarily close...

",4
27,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"Und nachdem die ersten  Impfstoffe bis Mitte des Jahres 2021 in großen Mengen verfügbar waren, entstand ein großer Druck, auch in der Gesellschaft, sich auch tatsächlich impfen zu lassen.",After the first vaccines were available in large quantities by mid-2021.,4
28,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"Jetzt, mehr als vier Jahre später, ist in Deutschland eine Debatte darüber entstanden, ob und in welcher Form das Land diese intensive Zeit und die politischen Entscheidungen aufarbeiten soll.","Now, more than four years later, there is a debate in Germany about how and whether the country should work through the intense period and political decisions.'
",4
29,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"Viele vor allem kleine Betriebe, Restaurants etwa, haben die Zeit der Schließungen nicht überlebt.","Many small businesses, restaurants, etc., have not survived the time of closures...",4
30,gpt-3.5-turbo-0125,google/gemma-1.1-7b-it,"Und fast einhellig gestehen damalige und heutige Politiker ein, vor allem mit Kindern und Jugendlichen viel zu streng umgegangen zu sein.","And almost unanimously, former and current politicians agree that they were too strict towards children and youth, especially in the past.",4
